year,nicu,name,addr,city_state_zip,level,beds,neonatologists,refer
1996,218,MIAMI CHILDREN'S HOSPITAL,6125 S.W. 31st St,"Miami, FL 33155",,30,6,
1996,219,NORTH SHORE MEDICAL CENTER,1100 N.W. 95th St.,"Miami, FL 33150",,13,2,
1996,220,UNIVERSITY OF MIAMI/JACKSON MEMORIAL HOSPITAL,"Dept. of Pediatrics, Div, of Neonatology
P.O. Box 016960, (R-134)","Miami, FL 33104",,126,12,
1996,221,MT. SINAI MEDICAL CENTER,"4300 Alton Rd,, 3-Blum","Miami Beach, FL 33140",,10,2,
1996,222,PARKWAY REGIONAL MEDICAL CENTER,160 N.W. 170th St.,"North Miami Beach, FL 33169",,40,NA,Refer to Miami Children's Hospital
1996,223,ORANGE PARK MEDICAL CENTER,2001 Kinsley Ave.,"Drange Park, FL. 32073",,4,NA,"Refer to University Medical Center, Jacksonvilla"
1996,224,ARNOLD PALMER HOSPITAL FOR CHILDREN AND WOMEN,92 W. Miller St.,"Orlando, Fl. 32806",,70,7,
1996,225,FLORIDA HOSPITAL MEDICAL CENTER,"GO1 E. Rollins St,","Orlando, FL 32803",,22,2,
1996,226,AMI PALM BEACH GARDENS MEDICAL CENTER,3360 Burns Rd.,"Palm Beach Gardens, FL 33410",,5,NA,"Refer to Good Samaritan Medical Center, W. Pain Beach"
1996,227,SACRED HEART HOSPITAL OF PENSACOLA,"5151 W., Ninth Ave,","Pensacola, FL 32504",,42,5,
1996,228,PLANTATION GENERAL HOSPITAL,401 N.W. 42nd Ave.,"Plantation, FL. 33317",,34,5,
1996,229,SARASOTA MEMORIAL HOSPITAL,"1700 S, Tamiami Trait","Sarasota, FL 34239",,15,2,
1996,230,ALL CHILDREN'S HOSPITAL,801 Sixth St. S.,"St. Petersburg, FL. 33701",,60,6,
1996,231,TALLAHASSEE MEMORIAL REGIONAL MEDICAL CENTER,"Miccosukee Rd, & Magnolia Dr.","Tallahassee, FL 32308",,35,2,
1996,232,,"St. JOSEPH'S WOMEN'S HOSPITAL
3030 W, Dr. MLL. King Jr. Blvd.",", FL 33607",,42,4,
1996,233,TAMPA GENERAL HOSPITAL,"Davis Islands
P.O. Box 1289","Tampa, FL 33601",,42,43,
1996,234,WOMAN'S CENTER UNIVERSITY COMMUNITY HOSPITAL,3100 E. Fletcher Ave.,"Tampa, FL 33613",,10,2,
1996,235,,"G00D SAMARITAN MEDICAL CENTER
P.O, Box 8555","West Palm Beach, FL 33401",,16,3,
1996,236,ST. MARY'S HOSPITAL,901 45th St.,"West Palm Beach, FL 33416",,40,6,
1996,237,REGENCY MEDICAL CENTER,"401 Avenue ""0"", S. E.","Winter Haven, FL 33880",,11,2,
1996,238,WINTER PARK MEMORIAL HOSPITAL,200 N. Lakemont Ave.,"Winter Park, FL. 32792",,5,NA,Refer to Arnold Palmer Hospital for Children & Women
1996,239,PHOEBE PUTNEY MEMORIAL HOSPITAL,Box 1828,"Albany, GA 31703",,22,2,
1996,240,ATHENS REGIONAL MEDICAL CENTER,1199 Prince Ave.,"Athens, GA 30613",,10,1,
1996,241,ST. MARY'S HOSPITAL,1230 Baxter St.,"Athens, GA 30606",,10,1,
1996,242,CRAWFORD LONG HOSPITAL/EMORY UNIVERSITY,550 Peachtree St. N.E.,"Atlanta, GA 30365",,39,NA,Refer to Emory University School of Medicine
1996,243,EGLESTON CHILDREN'S HOSPITAL AT EMORY UNIVERSITY,"1405 Clifton Rd., N.E.","Allanta, GA 30322",,10,NA,Refer to Emory University School of Medicine
1996,244,EMORY UNIVERSITY SCHOOL OF MEDICINE,"Department of Pediatrics
2040 Ridgewood Dr.","Atlanta, GA 30322",,NA,14,
1996,245,GEORGIA BAPTIST MEDICAL CENTER,"303 Parkway Dr., N.E.","Atlanta, GA 30312",,15,2,
1996,246,GRADY MEMORIAL HOSPITAL,"80 Buller St., S.W.
P.O. Box 26189","Allanta, GA 30335",,96,NA,Refer to Emory University. School of Medicine
1996,247,NORTHSIDE HOSPITAL,"1000 Johnson Ferry Rd, NE.","Atlanta, GA 30342",,92,7,
1996,248,PIEDMONT HOSPITAL,"1968 Peachtree Rd, N.W.","Atlanta, GA 30309",,6,1,
1996,249,WEST PACES MEDICAL CENTER,"3200 Howell Mill Rd, NW.","Atlanta, GA 30327",,10,4,
1996,250,MEDICAL COLLEGE OF GEORGIA HOSPITAL,"Section of Neonatology
BIW 8078","Augusta, GA 30912",,22,5,
1996,251,ST. JOSEPH HOSPITAL,"2260 Wrightsbore Rd,","Augusta, GA 30910",,6,NA,"Refer to University Hospital, Augusta"
1996,252,UNIVERSITY HOSPITAL,1350 Walton Way,"Augusta, GA 30901",,25,4,
1996,253,COBB HOSPITAL AND MEDICAL CENTER,3950 Austell Rd.,"Austell, GA 30001",,8,NA,"Refer to Kennestone Hospital, Marietta, Georgia"
1996,254,THE MEDICAL CENTER,Medical Center Box 851,"Columbus, GA 31994",,24,2,
1996,255,DEKALB MEDICAL CENTER,2701 N. Decatur Rd.,"Decatur, GA 30033",,14,2,
1996,256,HUTCHESON MEDICAL CENTER,100 Gross Crescent Circle,"For Oglethorpe, GA 30742",,6,3,
1996,257,GWINNETT HOSPITAL SYSTEM,"700 Medical Center Blvd,","Lawrenceville, GA 30245",,18,1,
1996,258,THE CHILDREN'S HOSPITAL OF MCCG,777 Hemlock St.,"Macon, GA 34208-6000",,36,3,
1996,259,KENNESTONE HOSPITAL,677 Church St.,"Marietta, GA 30060",,16,4,
1996,260,SOUTHERN REGIONAL MEDICAL CENTER,11 Upper Riverdale Rd. S.W.,"Riverdale, GA 30274-2600",,8,3,
1996,261,NORTH FULTON REGIONAL HOSPITAL,"3000 Hospital Blvd,","Roswell, GA 30076",,8,3,
1996,262,CANDLER HOSPITAL,P.O. Box 9787,"Savannah, GA 31412",,8,NA,Refer to Memorial Medical Center Children's Hospital
1996,263,MEMORIAL MEDICAL CENTER CHILDREN'S HOSPITAL,4750 Waters Ave.,"Savannah, GA 31404",,44,5,
1996,264,ST. JOSEPH'S HOSPITAL,411705 Mercy Blvd.,"Savannah, GA 31419",,4,NA,Refer to Memorial Medical Center Children’s Hospital
1996,265,"VALDOSTA, GA SOUTH GEORGIA MEDICAL CENTER A",P.O. Box 1727,"Valdosta, GA 31603",,6,NA,
1996,266,KAISER PERMANENTE MEDICAL CENTER,3288 Moanalua Rd.,"Honolulu, HI 96819",,12,3,
1996,267,,"KAPIOLANI MEDICAL CENTER v
Women and Children
1319 Punahou St.","Honolulu, Hi 96826",,64,11,
1996,268,QUEENS MEDICAL CENTER,1301 Punchbowl St.,"Honolulu, Hl 96813",,10,1,
1996,269,TRIPLER ARMY MEDICAL CENTER HSHK-PE,Department of Pediatrics,"Tripler AMC, HI 96859-5000",,18,2,
1996,270,ST. LUKE'S REGIONAL MEDICAL CENTER,190 E. Bannock St.,"Boise, ID 83712",,25,3,
1996,271,NORTHWEST COMMUNITY HOSPITAL,"800 W, Central Rd.","Arlington Heights, IL 60005-2392",,10,3,
1996,272,ST. ELIZABETH'S HOSPITAL,211 3rd St.,"Belleville, IL 62222",,15,1,
1996,273,MACNEAL HOSPITAL,3249 S. Oak Park Ave.,"Berwyn, IL 60402",,8,3,
1996,274,CHILDREN'S MEMORIAL HOSPITAL,"Division of Neonatology #45
2300 Children's Plaza","Chicago, IL 60614",,24,3,
1996,275,COLUMBUS HOSPITAL,2520 N. Lakeview Ave.,"Chicago, IL 60614",,15,3,
1996,276,COOK COUNTY HOSPITAL,700 S. Wood,"Chicago, IL 60612",,65,9,
1996,277,EHS TRINITY HOSPITAL,2320 E. 93rd St.,"Chicago, IL 60617",,8,NA,Refer to Wyler Children’s Hospital
1996,278,EHS-RAVENSWOOD HOSPITAL MEDICAL CENTER,4550 N. Winchesler,"Chicago, IL 60640",,10,6,
1996,279,ILLINOIS MASONIC MEDICAL CENTER,"836 W, Wallington Ave.","Chicago, IL 60657",,20,3,
1996,280,MERCY HOSPITAL & MEDICAL CENTER,Stevenson EXPY. at King Dr.,"Chicago, IL 60616",,14,2,
1996,281,MICHAEL REESE HOSPITAL,2929 S. Ellis Ave.,"Chicago, IL 60616",,32,2,
1996,282,MT. SINAI HOSPITAL OF CHICAGO,"California at 15th Ave,","Chicago, IL 60608",,35,6,
1996,283,NORTHWESTERN MEMORIAL HOSPITAL,"Prentice Women's Hospital
333 E, Superior St.","Chicago, IL 60611",,46,7,
1996,284,NORWEGIAN-AMERICAN HOSPITAL,"1044 N. Francisco Ave, A","Chicago, tL 60622",,7,4,
1996,285,"RUSH-PRESBYTERIAN-ST, LUKE'S MEDICAL CENTER","622 Murdock
1653 W, Congress Pky.","Chicago, IL 60612",,45,8,
1996,286,ST. JOSEPH HOSPITAL,2900 N. Lake Shore Dr.,"Chicago, IL 60657",,6,2,
1996,287,UNIVERSITY OF ILLINOIS AT CHICAGO,"College of Medicine Dept, of Pediatrics
840 S. Wood SI, M/C 856","Chicago, IL 60612",,38,4,
1996,288,WYLER CHILDREN'S HOSPITAL,"MC 6060
5841 S. Maryland Ave.","Chicago, IL 60637",,45,10,
1996,289,GOOD SAMARITAN HOSPITAL,3815 S. Highland Ave.,"Downers Grove, IL 60515",,12,NA,"Refer to Hinsdale Hospital, Hinsdale"
1996,290,SHERMAN HOSPITAL,934 Center St.,"Elgin, IL 60120",,12,2,
1996,291,ALEXIAN BROTHERS MEDICAL CENTER,800 Biesterfleld Rd.,"Ek Grove, IL 60007",,4,3,
1996,292,EVANSTON HOSPITAL,2650 Ridge Ave.,"Evanston, IL 60201",,32,8,
1996,293,ST. FRANCIS HOSPITAL,355 Ridge Ave.,"Evanston, IL 60202",,4,6,
1996,294,LITTLE COMPANY OF MARY HOSPITAL,2800 W. 9th St.,"Evergreen Park, IL 60642",,12,NA,Refer to Wyler Children's Hospital
1996,295,HINSDALE HOSPITAL,120 N. Oak,"Hinsdale, IL 60521",,12,5,
1996,296,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S. First Ave.,"Maywood, IL 60153",,50,14,
1996,297,EHS CHRIST HOSPITAL AND MEDICAL CENTER,4440 W. 95th St. #N232,"Oak Lawn, IL 60453",,30,8,
1996,298,WEST SUBURBAN HOSPITAL MEDIC. CENTER,Erie at Austin,"Oak Park, IL 60302",,6,2,"CO, STEPHEN LT."
1996,299,LUTHERAN GENERAL HEALTHSYSTEM,1775 Dempster St.,"Park Ridge, IL 60068",,40,6,
1996,300,METHODIST MEDICAL CENTER,221 N.E. Glen Oak,"Peoria, IL. 67636",,5,NA,Refer fo Saint Francis Medical Center
1996,301,SAINT FRANCIS MEDICAL CENTER,530 N.E. Glen Oak Ave.,"Peoria, IL 61637",,35,5,
1996,302,ROCKFORD MEMORIAL HOSPITAL,"2400 N, Rockton Ave.","Rockford, IL 61073",,52,9,
1996,303,ST. JOHN'S HOSPITAL,"800 E, Carpenter St.","Springfield. IL, 62769",,35,4,
1996,304,CARLE FOUNDATION HOSPITAL,611 W. Park St.,"Urbana, tL 61801",,12,2,
1996,305,COVENANT MEDICAL CENTER NICU,1400 W. Park,"Urbana, iL 61804",,12,2,
1996,306,ST. FRANCIS HOSPITAL & HEALTH CENTER,"1600 Albany St,
Beach Grove, IN 46107",Director Of Neonatology:,,14,3,
1996,307,ST. MARY'S MEDICAL CENTER OF EVANSVILLE,3700 Washington Ava.,"Evansville, IN 47750",,28,4,
1996,308,WELBORN BAPTIST HOSPITAL,401 S.E. 6th St.,"Evansville, IN 47713",,18,3,
1996,309,LUTHERAN HOSPITAL,7950 W. Jefferson,"Fort Wayne, IN 46804",,22,1,
1996,310,,"PARKVIEW MEMORIAL HOSPITAL t-*
2200 Randallia Dr.","Fort Wayne, IN 46805",,30,3,
1996,311,METHODIST HOSPITAL,600 Grant St.,"Gary, IN 46402",,26,2,
1996,312,SAINT MARGARET MERCY HEALTHCARE CENTERS,5454 Hohman Ave.,"Hammond, IN 46320",,16,3,
1996,313,INDIANA UNIVERSITY MEDICAL CENTER,"James Whitcomb Riley Hospital for Chitdr
702 Barnhill Dr.","Indianapolis, IN 46262-5210",,77,13,
1996,314,METHODIST HOSPITAL OF INDIANA,1-65 & 21st St.,"Indianapolis, IN 46202",,27,3,
1996,315,ST. VINCENT HOSPITAL,"2001 W, 86th St.","Indianapolis, IN 46260",,21,5,
1996,316,WOMEN'S HOSPITAL OF INDIANAPOLIS,8111 Township Line Rd.,"Indianapolls, IN 46260",,20,2,
1996,317,LAFAYETTE HOME HOSPITAL,2400 South St.,"Lafayette, IN 47905",,12,3,
1996,318,BALL MEMORIAL HOSPITAL,2401 University Ave.,"Muncie, IN 47303",,16,2,
1996,319,MUNSTER COMMUNITY HOSPITAL,901 MacArthur Blvd.,"Munster, IN 46321",,15,3,
1996,320,MEMORIAL HOSPITAL OF SOUTH BEND,615N. Michigan St.,"South Bend, IN 46601-1033",,36,4,
1996,321,PORTER MEMORIAL HOSPITAL,814 La Porte Ave.,"Valparaiso, IN 46383",,25,1,
1996,322,GENESIS MEDICAL CENTER,"1227 E. Rusholme St,","Davenport, IA 52803",,12,2,
1996,323,BLANK CHILDREN'S HOSPITAL,1200 Pleasant St.,"Des Moines, IA 50309",,32,5,
1996,324,MERCY HOSPITAL MEDICAL CENTE,Sixth & University Ave.,"Des Moines, IA 50314",,20,3,
1996,325,UNIVERSITY OF IOWA HOSPITAL,"Department of Pediatrics
200 Hawkins Dr,","Iowa City, IA 52242",,41,9,
1996,326,ST. LUKE'S REGIONAL MEDICAL CENTER,"2720 Stone Park Blvd,","Stoux City, IA 51104",,24,1,
1996,327,COVENANT MEDICAL CENTER,"3421 W, Ninth St.","Waterloo, lA 50702",,10,1,
1996,328,UNIVERSITY OF KANSAS,3901 Rainbow Blvd.,"Kansas City, KS 66160-7330",,26,3,"OVERLAND PARK REGIONAL MEDICAL CENTER 10500 Quivira Rd. Overland Park, KS: 66215 NICU Beds:28 Neonatologists:3"
1996,329,STORMONT-VAIL MEDICAL CENTER,1500 S.W. 10th St.,"Topeka, KS 66604-1353",,24,2,
1996,330,ST. FRANCIS REGIONAL MEDICAL CENTER,929 N. Francis St.,"Wichita, KS 67214",,30,4,
1996,331,ST. JOSEPH MEDICAL CENTER,"3600 E, Harry St.","Wichita, KS 67218",,12,1,
1996,332,WESLEY MEDICAL CENTER,550 N. Hillside,"Wichita, KS 67214",,54,7,
1996,333,KING'S DAUGHTERS! MEDICAL CENTER,2201 Lexington Ave.,"Ashland, KY 41104",,8,2,
1996,334,SAINT ELIZABETH MEDICAL CENTER SOUTH,"1 Medical Village Dr,","Edgewood, KY 41017",,12,4,
1996,335,CENTRAL BAPTIST HOSPITAL,1740 Nicholasville Rd,"Lexington, KY 40503",,46,3,
1996,336,HUMANA HOSPITAL,"P.O. Box 23260
150 N, Eaglo Creek Rd.","Lexington, KY 40523",,4,1,
1996,337,UNIVERSITY OF KENTUCKY COLLEGE OF MEDICINE,"Division of Neonatology
800 Rose St,","Lexington, KY 40536",,50,4,
1996,338,AUDUBON REGIONAL MEDICAL CENTER NICU,One Audobon Plaza Dr.,"Louisville, KY 40217",,18,5,
1996,339,BAPTIST HOSPITAL EAST,4000 kresge Way,"Louisville, KY 40207",,6,NA,Refer to University of Louisville Schoo! Medicine
1996,340,KOSAIR CHILDREN'S HOSPITAL,231 E. Chestnut St.,"Louisville, KY 40202",,51,NA,Refer to University of Louisville Schoo! Medicine
1996,341,NORTON HOSPITAL OF ALLIANT HEALTH SYSTEM,Box 35070,"Louisville, KY 40232-5070",,25,NA,Refer to University of Louisville School Medicine
1996,342,SUBURBAN MEDICAL CENTER,4001 Dutchman’s Lane,"Louisville, KY 40207",,4,NA,Refer to Audubon Regional Medical Center
1996,343,UNIVERSITY OF LOUISVILLE HOSPITAL,530 S. Jackson St.,"Louisville, KY 40202",,24,NA,Refer to University of Louisville School Medicine
1996,344,UNIVERSITY OF LOUISVILLE SCHOOL OF MEDICINE,Division of Neonatal Medicine,"Louisville, KY 40292",,NA,9,
1996,345,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY,900 Hospital Dr.,"Madisonville, KY 42431",,15,2,
1996,346,PIKEVILLE METHODIST HOSPITAL,911 S. ByPass Rd.,"Pikeville, KY 415041",,8,1,
1996,347,LAKE CUMBERLAND REGIONAL HOSPITAL,305 Langdon St.,"Somerset, KY 42501",,15,1,
1996,348,RAPIDES REGIONAL MEDICAL CENTER,Box 30101,"Alexandria, LA 71306",,12,2,
1996,349,ST. FRANCES CABRINI HOSPITAL,3330 Masonic Dr.,"Alexandria, LA 71301",,12,NA,Refer to Rapides Regional Medical Cente.
1996,350,EARL K. LONG HOSPITAL “,5825 Airline Hwy.,"Baton Rouge, LA 70805",,13,3,
1996,351,WOMAN'S HOSPITAL,9050 Airline Hwy.,"Baton Rouge, LA 70815",,48,4,
1996,352,LAKEVIEW HOSPITAL,"P.O, Drawer 1269","Covington, LA 70434",,6,2,
1996,353,ST. TAMMANY PARISH HOSPITAL,1202 S. Tyler St,"Covington, LA 70433",,6,1,
1996,354,MEADOWCREST HOSPITAL,2500 Belle Chase Hospital,"Gretna, LA 70066",,12,2,
1996,355,NORTH OAKS MEDICAL CENTER,Box 2668,"Hammond, LA 70404",,4,2,
1996,356,"ST, JUDE MEDICAL CENTER",180 W. Esplanade Ave.,"Kenner, LA 70085",,6,1,
1996,357,LAFAYETTE GENERAL MEDICAL CENTER,Box 52008 OCS,"Lafayette, LA 70505",,10,NA,Refer to Women’s & Children's Hospital
1996,358,UNIVERSITY MEDICAL CENTER,"2390 W, Congress","Lafayette, LA 70507",,22,2,
1996,359,WOMEN'S & CHILDREN'S HOSPITAL,4600 Ambassador Caffery Pky.,"Lafayette, LA 70508",,18,3,
1996,360,LAKE AREA MEDICAL CENTER,4200 Nelson Rd.,"Lake Charles, LA 70608",,8,NA,Refer to Lake Charles Memorial Hospital
1996,361,LAKE CHARLES MEMORIAL HOSPITAL,1701 Oak Park Blvd.,"Lake Charles, LA 70604",,19,2,
1996,362,EAST JEFFERSON GENERAL HOSPITAL,4200 Houma Blvd.,"Metairie, LA 70011",,12,NA,"Refer to Ochner Foundation Hospital, New Orleans"
1996,363,LAKESIDE HOSPITAL,4700 1-10 Service Rd.,"Metairie, LA 70001",,23,1,
1996,364,ST. FRANCIS MEDICAL CENTER,"Box 1901
309 Jackson St.","Monroe, LA 71210",,21,1,
1996,365,CHILDRENS HOSPITAL OF NEW ORLEANS,200 Henry Clay Ave.,"New Orleans, LA 70118",,22,8,
1996,366,MEDICAL CENTER OF LOUISIANA AT NEW ORLEANS,"University Hospital
1532 Tulane Ave.","New Orleans, LA 70140-2822",,35,NA,Refer to Children’s Hospital of New Orleans
1996,367,MERCY BAPTIST MEDICAL CENTER,2700 Napolean Ave.,"New Orleans, LA 70015",,25,4,
1996,368,OCHSNER FOUNDATION HOSPITAL,1516 Jefferson Hwy.,"New Orleans, LA 70121",,36,3,
1996,369,PENDLETON MEMORIAL METHODIST HOSPITAL,5620 Read Blvd.,"New Orleans, LA 70127",,8,NA,Refer to Children’s Hospital of New Orleans
1996,370,TOURO INFIRMARY,1401 Foucher St.,"New Orleans, LA 70115",,8,1,
1996,371,TULANE UNIVERSITY MEDICAL CENTER,"Department of pediatrics SL-37
1430 Tulane Ave.",New Orleans,,12,3,
1996,372,LOUISIANA STATE UNIVERSITY MEDICAL CENTER,"P.O. Box 33932
1501 Kings Hwy.","Shreveport, LA 71101",,35,7,
1996,373,SCHUMPERT MEDICAL CENTER,1 St. Mary Place,"Shreveport, LA 71101",,12,2,
1996,374,WILLIS KNIGHTON CENTER FOR WOMEN'S HEALTH,2510 Bert Kouns Industrial Loop,"Shreveport, LA 71118",,14,2,
1996,375,NORTHSHORE REGIONAL MEDICAL CENTER,100 Medical Center Dr.,"Slidell, LA 70461",,8,NA,Refer to Children’s Hospital of New Orleans
1996,376,SLIDELL MEMORIAL HOSPITAL,1001 Gause Blvd.,"Slidell, LA 70458",,8,1,
1996,377,EASTERN MAINE MEDICAL CENTER,489 State St.,"Bangor, ME 04401",,17,2,
1996,378,CENTRAL MAINE MEDICAL CENTER,300 Main St.,"Lewiston, ME 04240-0305",,10,2,
1996,379,MAINE MEDICAL CENTER,22 Bramhall St.,"Portland, ME 04102",,25,5,
1996,380,ANNE ARUNDEL MEDICAL CENTER,Franklin & Cathedral Sts.,"Annapolis, MD 21401",,10,1,
1996,381,FRANKLIN SQUARE HOSPITAL CENTER,9000 Franklin Square Dr.,"Baltimore, MD 21237",,13,3,
1996,382,GREATER BALTIMORE MEDICAL. CENTER,"Division of Newborn Medicine
6701 N. Charles St.","Baltimore, MD 21204-6881",,30,3,
1996,383,HARBOR HOSPITAL CENTER,3001 S. Hanover St.,"Baltimore, MD 21225",,10,1,
1996,384,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 Eastern Ave.,"Baltimore, MD 21224",,26,5,
1996,385,JOHNS HOPKINS HOSPITAL,"600 N, Wolfe St, CMSC 210","Baltimore, MD 21287-3200",,36,7,
1996,386,MERCY MEDICAL CENTER,301 St. Paul Place,"Baltimore, MD 21202",,26,NA,Refer to University of Maryland School Medicine
1996,387,SINAI HOSPITAL OF BALTIMORE,2401 W. Belvedere Ave.,"Baltimore, MD 21215",,24,3,
1996,388,"ST, AGNES HOSPITAL",900 Caton Ave.,"Baltimore, MD 21229",,28,7,
1996,389,UNION MEMORIAL HOSPITAL,201 E. Vaiversity Pky.,"Baltimore, MD 21218",,10,2,
1996,390,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,"Division of Neonatology
22 S. Greene St.","Baltimore, MD 21201",,40,8,
1996,391,NATIONAL NAVAL MEDICAL CENTER,8901 Wisconsin Ave.,"Bethesda, MD 20889",,24,NA,Refer to Uniform Services University of Health Sciences
1996,392,UNIFORM SERVICES UNIVERSITY OF THE HEALTH SCIENCES,4301 Jones Bridge Rd.,"Bethesda, MD 20814",,NA,8,
1996,393,PRINCE GEORGE'S HOSPITAL CENTER,3001 Hospital Dr.,"Cheverly, MD 20785",,15,3,
1996,394,SOUTHERN MARYLAND HOSPITAL CENTER,7503 Surratts Rd.,"Clinton, MD 29735",,8,1,
1996,395,HOWARD COUNTY GENERAL HOSPITAL,5755 Cedar Lane,"Columbia, MD 21044",,18,3,
1996,396,MONTGOMERY GENERAL HOSPITAL,18101 Prince Phillp Dr.,"Olney, MD 20832-9990",,18,3,
1996,397,SHADY GROVE ADVENTIST HOSPITAL,9901 Medical Center Dr.,"Rockville, MD 20850",,27,3,
1996,398,HOLY CROSS HOSPITAL,1500 Forest Glen Rd.,"Silver Spring, MD 20910",,32,6,
1996,399,ST. JOSEPH MEDICAL CENTER,7620 York Ra.,"Towson, MD 21204",,10,2,
1996,400,BETH ISRAEL HOSPITAL,330 Brookline Ave.,"Boston, MA 02215",,20,NA,"Refer to Children's Hospital, Boston"
1996,401,BOSTON CITY HOSPITAL,818 Harrison Ave.,"Boston, MA 02118",,19,4,
1996,402,BOSTON PERINATAL CENTER FLOATING HOSPITAL FOR CHILDREN AT NEW ENGLAND MEDICAL CENTER,Box 44 NEMC 750 Washington St.,"AL Boston, MA 02111",,37,10,
1996,403,BRIGHAM AND WOMENS HOSPITAL,"75 Francis St,","Boston, MA 02115",,46,NA,"Refer to Children’s Hospital, Boston"
1996,404,CHILDREN’S HOSPITAL,"300 Longwood Ave,","Boston, MA 02115",,16,26,
1996,405,MASSACHUSETTES GENERAL,"HOSPITAL - FOUNDERS 4
32 Fruit St.","Boston, MA 02114",,22,8,
1996,406,ST. ELIZABETH'S MEDICAL CENTER,736 Cambridge St.,"Boston, MA 02135",,20,5,
1996,407,BROCKTON HOSPITAL,680 Centre St.,"Brockton, MA 02402-3395",,8,1,
1996,408,MOUNT AUBURN HOSPITAL,330 Mount Auburn St.,"Cambridge, MA 02238",,7,2,
1996,409,EMERSON HOSPITAL,Old Rd. to Nine Acre Corner,"Concord, MA 01742",,6,1,
1996,410,METROWEST MEDICAL CENTER,"Chairman, Dept of Pediatrics
115 Lincoln St.","Framingham, MA 01701",,10,1,
1996,411,NEWTON-WELLESLEY HOSPITAL,2014 Washington St.,"Nawton, MA 02162",,12,2,
1996,412,NORTH SHORE MEDICAL CENTER,81 Highland Ave.,"Salem, MA 01970",,12,8,
1996,413,SOUTH SHORE HOSPITAL,55 Fogg Rd.,"South Weymouth, MA 0219",,9,2,
1996,414,BAYSTATE MEDICAL CENTER,"Newborn Medicine
759 Chestnut St.","Springfield, MA 01199",,55,6,
1996,415,GOOD SAMARITAN MEDICAL CENTER,909 Sumner St. “,"Stoughton, MA 02072",,10,2,
1996,416,"WINCHESTER HOSPITAL,","41 Highland St,","Winchester, MA 01890",,8,2,
1996,417,MEDICAL CENTER OF CENTRAL MASSACHUSETTS,119 Belmont St.,"Worcester, MA 01605",,34,5,
1996,418,ST. VINCENT HOSPITAL,"25 Winthrop St,","Worcester, MA 01604",,10,NA,Refer to Medical Center of Central Massachusetts
1996,419,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"Box 0254, F5790 Mott
200 E. Hospital Dr.","Ann Arbor, Mil 48109-0254",,38,7,
1996,420,OAKWOOD HOSPITAL AND MEDICAL CENTER - DEARBORN,18101 Oakwood Bivd.,"Dearborn, Mi 48123",,20,5,
1996,421,CHILDREN'S HOSPITAL OF MICHIGAN,3901 Beaubien Blvd.,"Detroit, MI 48201",,42,8,
1996,422,DETROIT RIVERVIEW HOSPITAL,"7733 E. Jefferson Ave.
Detroit, MI 48215",Director Of Neonatology:,,15,5,
1996,423,GRACE HOSPITAL,6071 W. Outer Dr.,"Detroit, ME. 48235",,25,3,
1996,424,HENRY FORD HOSPITAL,"Division of Neonatology, I-3
2799 W. Grand Blvd.","Detroit, MI. 48202",,31,6,
1996,425,HUTZEL HOSPITAL,4707 St. Antoine Blvd.,"Detroit, Mi 48201",,36,NA,Refer to Children's Hospital of Michigan
1996,426,SINAI HOSPITAL,6767 W. Outer Dr.,"Detroit, Mi. 48235-2899",,20,5,
1996,427,ST. JOHN HOSPITAL & MEDICAL CENTER,22101 Moross Rd.,"Datroit, ME 48236",,30,7,
1996,428,HURLEY MEDICAL CENTER,"One Hurley Plaza, 332-3W","Flint, Mi 48503",,44,6,
1996,429,BLODGETT MEMORIAL MEDICAL CENTER,1840 Wealthy S.E.,"Grand Rapids, MI 49506",,15,2,
1996,430,DE VOS CHILDREN'S HOSPITAL AT BUTTERWORTH,"400 Michigan, N.E.","Grand Rapids, Ml. 49503",,72,6,
1996,431,BRONSON METHODIST HOSPITAL,252 E. Lovell St.,"Kalamazoo, MI 49007-5364",,42,5,
1996,432,SPARROW HOSPITAL,"P.O. Box 30480
41215 E. Michigan","Lansing, Ml. 48909-7980",,52,5,
1996,433,MARQUETTE GENERAL HOSPITAL,420 W. Magnetic,"Marquette, MI 49855",,10,2,
1996,434,NORTHERN MICHIGAN HOSPITAL,560 W. Mitchell,"Petoskey, MI 49770",,12,1,
1996,435,NORTH OAKLAND MEDICAL CENTF,461 W. Huron St.,"Pontiac, Ml 48341",,30,2,
1996,436,ST. JOSEPH MERCY HOSPITAL,900 Woodward Ave. - MB#10,"Pontiac, Ml 48341-2985",,13,4,
1996,437,CRITTENTON HOSPITAL,1101 W. University Dr.,"Rochester, Ml 48307-1834",,8,1,
1996,438,WILLIAM BEAUMONT HOSPITAL,"601 W, Thirteen Mile Rd.","Royal Oak, MI 48073-6769",,28,6,
1996,439,SAGINAW GENERAL HOSPITAL,1447 N. Harrison St.,"Saginaw, MI 48602",,45,4,
1996,440,PROVIDENCE HOSPITAL,16001 W. Nine Mile Rd.,"Southfield, MI 48037",,14,3,
1996,441,MUNSON MEDICAL CENTER,6th St. & Madison Ave.,"Traverse City, MI 49684",,12,1,
